qid,n_words,t_suf_global,phi_suf_global,t_suf_perq,phi_suf_perq
test3356,9,9,1.0,,
test3357,12,,,,
test3358,8,,,,
test3359,8,,,,
test3360,15,,,,
test3361,9,8,0.8889,9,1.0
test3362,8,,,,
test3363,8,8,1.0,,
test3364,8,,,,
test3365,8,8,1.0,,
test3366,10,,,,
test3367,8,5,0.625,4,0.5
test3368,8,7,0.875,,
test3369,9,,,,
test3370,13,9,0.6923,10,0.7692
test3371,12,,,6,0.5
test3372,9,,,,
test3373,8,,,,
test3374,9,,,,
test3375,8,4,0.5,,
test3376,10,,,,
test3377,8,,,,
test3378,8,6,0.75,5,0.625
test3379,8,,,,
test3380,8,,,,
test3381,10,5,0.5,6,0.6
test3382,10,,,,
test3383,11,,,,
test3384,8,,,,
test3385,8,6,0.75,,
test3386,13,13,1.0,,
test3387,7,5,0.7143,5,0.7143
test3388,10,6,0.6,,
test3389,8,,,,
test3390,8,8,1.0,,
test3391,9,,,,
test3392,11,4,0.3636,2,0.1818
test3393,9,,,,
test3394,9,,,,
test3395,11,,,,
test3396,11,,,,
test3397,9,,,,
test3398,8,8,1.0,,
test3399,8,,,,
test3400,8,8,1.0,,
test3401,8,7,0.875,7,0.875
test3402,10,8,0.8,8,0.8
test3403,9,5,0.5556,9,1.0
test3404,11,10,0.9091,8,0.7273
test3405,8,,,,
test3406,8,,,,
test3407,8,,,,
test3408,8,,,,
test3409,8,,,4,0.5
test3410,8,6,0.75,6,0.75
test3411,11,6,0.5455,6,0.5455
test3412,8,5,0.625,6,0.75
test3413,8,4,0.5,5,0.625
test3414,8,,,,
test3415,9,,,,
test3416,10,10,1.0,,
test3417,10,8,0.8,,
test3418,9,6,0.6667,,
test3419,9,3,0.3333,4,0.4444
test3420,7,5,0.7143,,
test3421,11,,,,
test3422,8,,,,
test3423,10,,,,
test3424,9,,,,
test3425,8,8,1.0,,
test3426,10,8,0.8,8,0.8
test3427,9,9,1.0,,
test3428,8,7,0.875,,
test3429,8,6,0.75,5,0.625
test3430,7,6,0.8571,6,0.8571
test3431,8,8,1.0,,
test3432,8,,,,
test3433,8,,,,
test3434,8,6,0.75,1,0.125
test3435,12,7,0.5833,7,0.5833
test3436,13,,,,
test3437,13,9,0.6923,9,0.6923
test3438,7,,,,
test3439,10,5,0.5,10,1.0
test3440,8,,,,
test3441,8,,,,
test3442,8,8,1.0,1,0.125
test3443,8,5,0.625,4,0.5
test3444,8,,,,
test3445,8,,,,
test3446,7,,,,
test3447,8,5,0.625,4,0.5
test3448,9,9,1.0,9,1.0
test3449,10,,,,
test3450,8,5,0.625,5,0.625
test3451,8,5,0.625,2,0.25
